CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1859043344	1	10000.0	788	238	3	Existingloantakeover
Application_2040345264	1	42500.0	0	122	1	Homeimprovement
Application_1661120161	1	27500.0	765	5	1	Existingloantakeover
Application_855486492	1	10000.0	1051	8	1	Car
Application_1235595897	3	7000.0	0	45	2	Car
Application_244579239	1	0.0	0	122	1	Unknown
Application_1814433442	2	6000.0	0	44	1	Car
Application_597160934	2	12500.0	0	44	1	Existingloantakeover
Application_1976912656	3	30000.0	0	4	1	Homeimprovement
Application_296295477	3	32000.0	0	7	1	Existingloantakeover
Application_28217916	3	7500.0	0	213	3	Existingloantakeover
Application_275531167	3	15000.0	0	1156	3	Homeimprovement
Application_1029986710	2	7000.0	0	18	1	Car
Application_1617180019	3	20000.0	0	727	2	Other,seeexplanation
Application_1832081539	1	30000.0	916	1157	3	Remainingdebthome
Application_1250825577	1	6500.0	943	5	1	Extraspendinglimit
Application_1164977817	1	12500.0	0	5	1	Car
Application_1962066192	1	0.0	907	1158	2	Unknown
Application_1747078975	2	17000.0	0	1159	2	Existingloantakeover
Application_83337214	1	40000.0	950	12	1	Unknown
Application_131619654	1	25000.0	994	8	1	Caravan/Camper
Application_314744124	1	30000.0	887	22	1	Existingloantakeover
Application_1434477082	2	20000.0	0	98	2	Homeimprovement
Application_899505410	1	5000.0	1082	1160	4	Existingloantakeover
Application_718267424	1	15000.0	950	25	1	Car
Application_1739261375	1	10000.0	1000	8	1	Car
Application_83876660	1	19500.0	886	475	1	Other,seeexplanation
Application_399746819	1	15000.0	767	51	2	Homeimprovement
Application_529938699	3	0.0	0	27	2	Unknown
Application_822422484	1	25000.0	0	5	1	Homeimprovement
Application_1185170675	3	10000.0	0	27	2	Car
Application_1812038441	1	0.0	870	80	1	Unknown
Application_1283463965	1	29000.0	983	51	2	Existingloantakeover
Application_891389450	1	30000.0	0	39	1	Unknown
Application_1351256522	3	17000.0	0	27	2	Car
Application_2071622465	1	8000.0	889	935	3	Homeimprovement
Application_128641394	1	35000.0	1001	3	1	Other,seeexplanation
Application_1210637698	3	40000.0	0	1	1	Homeimprovement
Application_1973046230	2	20300.0	0	9	1	Car
Application_629724157	1	16000.0	839	32	1	Car
Application_1257233322	1	0.0	943	8	1	Car
Application_1246596843	2	21000.0	0	54	2	Existingloantakeover
Application_1427678905	1	10000.0	724	21	1	Other,seeexplanation
Application_2143427516	1	5000.0	728	2	1	Car
Application_633186442	1	27450.0	955	22	1	Car
Application_1425009896	1	25000.0	962	3	1	Car
Application_1930081074	1	5000.0	858	6	1	Taxpayments
Application_426911073	1	5000.0	854	1161	1	Homeimprovement
Application_1989400270	3	10000.0	0	19	2	Car
Application_501818365	1	30000.0	763	48	1	Existingloantakeover
Application_1963292434	1	17500.0	907	15	1	Car
Application_1015357327	1	8000.0	1029	3	1	Car
Application_275430191	1	16000.0	745	15	1	Existingloantakeover
Application_381680406	1	13000.0	683	2	1	Car
Application_1697094390	1	10000.0	1011	3	1	Caravan/Camper
Application_1250493532	3	25000.0	0	514	2	Existingloantakeover
Application_1299976284	2	5000.0	0	877	1	Car
Application_1746503349	1	27500.0	805	2	1	Remainingdebthome
Application_1121433929	1	5000.0	1010	67	2	Car
Application_559113386	1	10000.0	1017	3	1	Car
Application_1334307261	1	5000.0	910	36	2	Homeimprovement
Application_515209816	1	7000.0	0	694	2	Boat
Application_519973903	2	25000.0	0	20	1	Homeimprovement
Application_877723240	1	29000.0	811	52	1	Remainingdebthome
Application_1251233599	1	30000.0	949	230	2	Other,seeexplanation
Application_61478633	1	7500.0	765	1051	4	Existingloantakeover
Application_1518753356	1	5000.0	1136	3	1	Car
Application_1966727878	1	15000.0	965	68	2	Existingloantakeover
Application_1616410992	3	10000.0	0	19	2	Homeimprovement
Application_909739848	1	0.0	0	12	1	Car
Application_1830688036	1	18000.0	928	51	2	Car
Application_189085643	1	15000.0	816	148	2	Car
Application_389951798	1	5000.0	1076	11	1	Car
Application_684696906	3	15000.0	0	87	2	Car
Application_714015178	3	7500.0	0	1	1	Existingloantakeover
Application_1021758905	1	20000.0	877	2	1	Existingloantakeover
Application_413286327	1	25000.0	812	40	2	Car
Application_870009989	1	5000.0	932	381	2	Existingloantakeover
Application_1955133403	1	5000.0	779	58	2	Homeimprovement
Application_238073987	3	7100.0	0	27	2	Existingloantakeover
Application_1106513315	1	5900.0	1040	22	1	Other,seeexplanation
Application_1596259876	1	5000.0	915	28	2	Extraspendinglimit
Application_92091920	1	0.0	890	160	2	Homeimprovement
Application_587745142	1	25000.0	905	6	1	Homeimprovement
Application_801698526	1	22000.0	0	12	1	Other,seeexplanation
Application_1465521095	1	15000.0	906	1099	2	Homeimprovement
Application_1038917262	3	18000.0	0	1	1	Car
Application_237339437	1	25000.0	827	29	1	Car
Application_1793939874	3	5000.0	0	1	1	Car
Application_1162039868	3	15000.0	0	7	1	Other,seeexplanation
Application_1224943696	3	20000.0	0	19	2	Existingloantakeover
Application_1612474218	3	5000.0	0	45	2	Existingloantakeover
Application_1297886565	3	14000.0	0	19	2	Car
Application_868416280	1	10000.0	680	125	2	Car
Application_673709405	3	15000.0	0	30	1	Car
Application_1260340497	3	25000.0	0	19	2	Homeimprovement
Application_524679066	1	37000.0	854	25	1	Notspeficied
Application_1733714116	1	7500.0	860	32	1	Car
Application_257274630	2	50000.0	0	396	2	Homeimprovement
Application_1885772834	1	25000.0	754	43	1	Other,seeexplanation
Application_1545993826	1	12000.0	1053	25	1	Homeimprovement
Application_296383634	1	35000.0	971	167	2	Homeimprovement
Application_588083897	3	25000.0	0	570	3	Existingloantakeover
Application_1134992016	1	6000.0	1124	6	1	Car
Application_1884385405	1	10000.0	796	3	1	Homeimprovement
Application_1959715736	2	10000.0	0	18	1	Car
Application_1261348817	3	15000.0	0	1	1	Homeimprovement
Application_1602626150	3	20000.0	0	1	1	Caravan/Camper
Application_526545505	2	25000.0	0	18	1	Existingloantakeover
Application_1260145017	3	5000.0	0	30	1	Car
Application_905902853	1	5000.0	1065	6	1	Car
Application_770159792	3	5000.0	0	41	2	Car
Application_260580298	1	15000.0	934	17	1	Existingloantakeover
Application_1378152317	3	5000.0	0	1	1	Car
Application_947906225	1	50000.0	930	3	1	Existingloantakeover
Application_425655583	3	25000.0	0	1	1	Homeimprovement
Application_262728725	2	5000.0	0	18	1	Other,seeexplanation
Application_47949347	3	5000.0	0	1	1	Existingloantakeover
Application_1609703275	1	5500.0	1050	2	1	Car
Application_915426843	3	15000.0	0	1	1	Other,seeexplanation
Application_764468920	3	50000.0	0	14	2	Other,seeexplanation
Application_2142068408	3	12500.0	0	1162	3	Car
Application_1778663922	2	5500.0	0	18	1	Car
Application_847920548	3	10000.0	0	19	2	Homeimprovement
Application_1305526250	1	25000.0	884	17	1	Homeimprovement
Application_1562279625	1	10500.0	642	48	1	Car
Application_1549089757	1	8000.0	1020	17	1	Car
Application_1503421831	1	10000.0	834	393	2	Other,seeexplanation
Application_1684474347	3	5000.0	0	1	1	Homeimprovement
Application_1591415690	1	6000.0	1059	26	1	Homeimprovement
Application_233600750	3	15000.0	0	1	1	Homeimprovement
Application_481210204	2	5000.0	0	9	1	Car
Application_600841731	1	16500.0	935	28	2	Car
Application_1231200933	3	6000.0	0	19	2	Car
Application_2080474499	3	27500.0	0	1	1	Car
Application_532859959	3	5000.0	0	1	1	Notspeficied
Application_1137970429	1	5500.0	980	2	1	Car
Application_913859491	3	23000.0	0	1	1	Homeimprovement
Application_758356402	2	5000.0	0	112	2	Car
Application_189453653	1	25000.0	892	49	2	Car
Application_265534781	1	10000.0	796	113	3	Existingloantakeover
Application_343777769	2	15000.0	0	9	1	Homeimprovement
Application_693445967	1	0.0	0	12	1	Unknown
Application_2027498551	1	0.0	901	10	1	Homeimprovement
Application_1837644768	3	50000.0	0	13	1	Homeimprovement
Application_828524494	3	25000.0	0	27	2	Homeimprovement
Application_1152947139	3	25000.0	0	1163	3	Extraspendinglimit
Application_1563935994	1	20000.0	872	8	1	Unknown
Application_818693455	2	21000.0	0	42	1	Car
Application_636486028	1	15000.0	967	11	1	Homeimprovement
Application_117521403	1	15000.0	986	1164	2	Homeimprovement
Application_1701710358	1	0.0	792	22	1	Homeimprovement
Application_2146617069	3	23000.0	0	7	1	Existingloantakeover
Application_1508092841	1	15000.0	0	12	1	Homeimprovement
Application_282373685	3	14000.0	0	13	1	Homeimprovement
Application_1061354216	3	6000.0	0	4	1	Taxpayments
Application_800564582	1	25000.0	972	25	1	Homeimprovement
Application_1015478096	3	12500.0	0	13	1	Car
Application_425002643	1	23000.0	698	261	2	Extraspendinglimit
Application_2143984717	3	20000.0	0	1	1	Other,seeexplanation
Application_1829687885	1	19000.0	0	12	1	Homeimprovement
Application_1058763045	1	50000.0	0	5	1	Car
Application_882030529	3	0.0	0	4	1	Unknown
Application_1777551382	3	8000.0	0	4	1	Car
Application_1279706099	1	10000.0	0	5	1	Other,seeexplanation
Application_1978903514	3	15000.0	0	123	2	Car
Application_19385579	2	0.0	0	71	1	Unknown
Application_1436780800	3	0.0	0	27	2	Unknown
Application_680031808	1	0.0	848	68	2	Unknown
Application_322142576	3	5000.0	0	1	1	Homeimprovement
Application_646585496	3	25000.0	0	7	1	Existingloantakeover
Application_1159615731	1	18000.0	1020	6	1	Other,seeexplanation
Application_709001855	1	20000.0	0	296	2	Homeimprovement
Application_555366492	2	42000.0	0	42	1	Existingloantakeover
Application_1555832622	1	5000.0	1090	32	1	Motorcycle
Application_608964116	2	20000.0	0	20	1	Other,seeexplanation
Application_832178933	1	27500.0	875	226	1	Existingloantakeover
Application_1122832658	1	25000.0	0	5	1	Car
Application_249658126	1	19500.0	0	61	2	Homeimprovement
Application_970143308	1	12500.0	0	39	1	Homeimprovement
Application_367497731	1	15000.0	0	295	2	Existingloantakeover
Application_1016632627	1	50000.0	768	1165	1	Notspeficied
Application_1370564184	1	0.0	866	21	1	Unknown
Application_340692563	3	15000.0	0	7	1	Existingloantakeover
Application_1760683579	2	5000.0	0	72	1	Homeimprovement
Application_909100209	2	10000.0	0	145	1	Existingloantakeover
Application_679053666	1	8000.0	0	5	1	Car
Application_1800788442	2	25000.0	0	9	1	Car
Application_1560596102	3	0.0	0	4	1	Unknown
Application_1974173610	3	10000.0	0	41	2	Existingloantakeover
Application_1220146067	2	18000.0	0	20	1	Car
Application_327983119	2	15000.0	0	1166	3	Existingloantakeover
Application_1453762207	1	9500.0	689	11	1	Car
Application_1158729550	1	15000.0	767	177	3	Homeimprovement
Application_1373752989	1	9750.0	794	6	1	Existingloantakeover
Application_10693354	1	0.0	967	104	2	Taxpayments
Application_335022722	3	5000.0	0	45	2	Existingloantakeover
Application_1409487195	3	10000.0	0	45	2	Homeimprovement
Application_1096968149	2	15000.0	0	20	1	Car
Application_2125825569	1	6000.0	769	10	1	Existingloantakeover
Application_371444171	2	18000.0	0	1167	2	Notspeficied
Application_2081746160	1	10000.0	0	5	1	Extraspendinglimit
Application_1408374544	3	25000.0	0	4	1	Homeimprovement
Application_158313942	3	0.0	0	4	1	Homeimprovement
Application_789808316	1	9000.0	606	32	1	Car
Application_329002079	1	5000.0	960	32	1	Homeimprovement
Application_14270635	1	7500.0	789	2	1	Existingloantakeover
Application_645282036	2	5000.0	0	9	1	Car
Application_1231383244	3	12500.0	0	607	1	Remainingdebthome
Application_1058390155	1	10000.0	898	40	2	Homeimprovement
Application_1942048129	2	6000.0	0	1168	4	Other,seeexplanation
Application_1086190151	3	15000.0	0	1169	3	Notspeficied
Application_565814930	1	6000.0	948	2	1	Other,seeexplanation
Application_1421205189	1	10000.0	985	2	1	Other,seeexplanation
Application_1041929908	1	30000.0	723	1170	4	Existingloantakeover
Application_1405057301	1	10000.0	630	32	1	Other,seeexplanation
Application_1090055049	1	25500.0	930	25	1	Existingloantakeover
Application_2125025540	3	5000.0	0	1	1	Homeimprovement
Application_904085822	1	24000.0	0	430	1	Homeimprovement
Application_474390990	1	0.0	812	201	1	Existingloantakeover
Application_111351134	3	15000.0	0	1171	1	Other,seeexplanation
Application_326095881	3	10000.0	0	1	1	Existingloantakeover
Application_1910304791	1	15000.0	0	12	1	Car
Application_1042310075	1	20000.0	1015	1172	1	Remainingdebthome
Application_827969862	3	6500.0	0	1173	4	Car
Application_1207038345	2	50000.0	0	42	1	Homeimprovement
Application_868071697	1	12750.0	670	31	1	Other,seeexplanation
Application_448701611	3	9000.0	0	1	1	Existingloantakeover
Application_1301488246	1	5000.0	660	25	1	Car
Application_395272936	1	0.0	1085	10	1	Existingloantakeover
Application_99637081	1	30000.0	890	58	2	Remainingdebthome
Application_1478226284	1	26600.0	781	11	1	Existingloantakeover
Application_1111090727	3	5000.0	0	1	1	Homeimprovement
Application_1112798958	1	25000.0	955	56	2	Car
Application_34891841	1	22600.0	949	8	1	Car
Application_1766102598	1	0.0	981	8	1	Taxpayments
Application_1984100244	1	50000.0	825	306	2	Existingloantakeover
Application_687077392	3	0.0	0	13	1	Unknown
Application_1279993072	1	10000.0	897	37	2	Car
Application_903849587	3	12974.0	0	19	2	Notspeficied
Application_1084718608	1	8000.0	922	1174	4	Homeimprovement
Application_105711594	1	5000.0	1011	1175	5	Homeimprovement
Application_2013806316	1	5000.0	813	3	1	Car
Application_1593275377	3	30000.0	0	1176	1	Remainingdebthome
Application_1369910658	1	5000.0	648	1177	1	Other,seeexplanation
Application_295481661	3	5000.0	0	7	1	Car
Application_1082798467	3	13000.0	0	19	2	Car
Application_384006007	2	12500.0	0	9	1	Existingloantakeover
Application_1351535871	3	7500.0	0	1	1	Car
Application_1482153042	1	8000.0	854	34	2	Car
Application_1744454993	2	15000.0	0	1178	2	Existingloantakeover
Application_1484759598	1	19000.0	807	2	1	Existingloantakeover
Application_46744147	3	8000.0	0	19	2	Car
Application_855041381	1	5000.0	985	336	2	Homeimprovement
Application_224001459	2	15000.0	0	471	3	Existingloantakeover
Application_945420689	3	40000.0	0	1	1	Homeimprovement
Application_582897201	1	15000.0	645	760	3	Homeimprovement
Application_1657807370	1	27750.0	0	5	1	Car
Application_1807260077	1	15000.0	0	5	1	Car
Application_236021168	3	30000.0	0	1	1	Homeimprovement
Application_417231992	1	5000.0	1001	10	1	Car
Application_1185248307	3	10000.0	0	4	1	Homeimprovement
Application_536057092	1	15000.0	0	5	1	Car
Application_1982597468	2	50000.0	0	1179	1	Taxpayments
Application_1620409659	1	25000.0	926	1180	1	Remainingdebthome
Application_1978782813	1	0.0	816	368	1	Remainingdebthome
Application_744719104	1	15000.0	1064	3	1	Car
Application_454240699	1	20000.0	0	1181	1	Homeimprovement
Application_1220810898	1	15000.0	896	52	1	Car
Application_145047168	3	5000.0	0	1	1	Homeimprovement
Application_213029581	2	5000.0	0	18	1	Car
Application_1280841912	1	6000.0	1063	22	1	Car
Application_485970534	1	17000.0	714	12	1	Taxpayments
Application_877574126	1	10000.0	923	445	2	Homeimprovement
Application_1049151850	3	14000.0	0	1182	1	Car
Application_1331441624	3	25000.0	0	162	1	Existingloantakeover
Application_953097922	1	20000.0	0	5	1	Homeimprovement
Application_127178924	1	0.0	0	5	1	Car
Application_96006350	1	0.0	967	8	1	Homeimprovement
Application_1353914944	1	0.0	983	10	1	Unknown
Application_1601041346	3	15000.0	0	335	1	Existingloantakeover
Application_217630695	2	5000.0	0	614	1	Car
Application_1425008735	1	10000.0	732	2	1	Car
Application_489624309	1	10000.0	995	36	2	Homeimprovement
Application_1456924666	3	12500.0	0	13	1	Homeimprovement
Application_1823621137	1	5500.0	1003	2	1	Homeimprovement
Application_527253429	3	15000.0	0	60	3	Caravan/Camper
Application_1332804972	3	7500.0	0	19	2	Car
Application_672060895	2	15000.0	0	370	1	Boat
Application_123987545	1	0.0	823	1183	3	Unknown
Application_1452087651	3	5000.0	0	19	2	Existingloantakeover
Application_961505598	1	10000.0	967	36	2	Homeimprovement
Application_958076943	3	40000.0	0	1	1	Homeimprovement
Application_902019603	3	0.0	0	133	3	Unknown
Application_1327252496	1	0.0	850	368	1	Remainingdebthome
Application_1685403223	1	7000.0	869	10	1	Car
Application_1134274536	1	17000.0	949	81	2	Existingloantakeover
Application_1382673202	1	7000.0	952	3	1	Existingloantakeover
Application_704665572	1	15000.0	801	1184	4	Car
Application_953335632	3	5000.0	0	16	1	Existingloantakeover
Application_1158965741	3	5000.0	0	474	2	Existingloantakeover
Application_173998060	1	10000.0	694	36	2	Other,seeexplanation
Application_329803525	3	8500.0	0	4	1	Existingloantakeover
Application_2053020199	1	30000.0	0	1185	3	Homeimprovement
Application_599331567	1	15000.0	1056	3	1	Homeimprovement
Application_241160753	1	9500.0	0	61	2	Homeimprovement
Application_174120790	3	8000.0	0	27	2	Homeimprovement
Application_184080124	3	0.0	0	62	1	Homeimprovement
Application_1104832087	2	16000.0	0	112	2	Remainingdebthome
Application_182125093	1	25000.0	888	2	1	Remainingdebthome
Application_820867760	3	16000.0	0	66	1	Car
Application_1115559180	3	35000.0	0	27	2	Existingloantakeover
Application_327901907	3	28000.0	0	27	2	Remainingdebthome
Application_1588116542	3	14000.0	0	19	2	Car
Application_2034439290	1	7500.0	1041	1186	3	Car
Application_521278806	3	35000.0	0	1	1	Homeimprovement
Application_570018018	1	15000.0	913	15	1	Homeimprovement
Application_197857824	1	32500.0	893	1187	1	Existingloantakeover
Application_1644702343	1	13000.0	886	43	1	Existingloantakeover
Application_1867921610	3	50000.0	0	1	1	Homeimprovement
Application_133175864	3	0.0	0	287	3	Homeimprovement
Application_224758141	3	30000.0	0	4	1	Homeimprovement
Application_2086832446	3	14000.0	0	30	1	Existingloantakeover
Application_1559203034	3	20000.0	0	14	2	Homeimprovement
Application_1132809491	2	8500.0	0	716	1	Car
Application_909589414	3	10000.0	0	60	3	Remainingdebthome
Application_483929208	1	7000.0	924	3	1	Existingloantakeover
Application_226472859	3	6000.0	0	45	2	Car
Application_985915578	1	15000.0	1004	6	1	Car
Application_592185579	2	5000.0	0	9	1	Other,seeexplanation
Application_65819479	1	5000.0	908	542	2	Car
Application_967923535	3	5000.0	0	7	1	Car
Application_1292292855	1	13500.0	880	84	2	Car
Application_2064431358	3	6000.0	0	19	2	Car
Application_1730592826	1	20000.0	944	8	1	Existingloantakeover
Application_1946341989	3	10000.0	0	1	1	Homeimprovement
Application_1015245209	1	17100.0	866	8	1	Existingloantakeover
Application_1186082182	3	6000.0	0	60	3	Other,seeexplanation
Application_299646442	2	42000.0	0	1188	5	Existingloantakeover
